Name,Topic,Voice Line
Kamisato Ayato,About Kujou Sara Friendship Lv. 4,"Old man Kujou capitalized on a golden opportunity to create a most formidable weapon indeed. The only flaw in his plan being, he is now no longer able to wield the weapon of his creation."
Kamisato Ayato,About Kaedehara Kazuha Friendship Lv. 4,"Once upon a time, the Kaedehara Clan was a subordinate branch of the Kamisato Clan. My forebears may have failed to save his family from decline, but even today I have a duty to support him. Now, naturally, there is nothing I can do to restore his clan's former fortunes. But as for helping him avoid arrest by the Tenryou Commission, that is well within my capabilities..."
Kamisato Ayato,About Arataki Itto Friendship Lv. 4,"Now he's an interesting case. The idea of pitting docile Onikabuto against each other in battle, I mean really... I was only speaking in polite platitudes when I gave him that little pep talk, but to my surprise he started calling me ""bro""... To this day, he calls me ""my bro Ayato"" without the faintest idea of my true identity. It's quite alright by me, though, I have nothing against his... eccentricities."
Kamisato Ayato,About Ningguang Friendship Lv. 4,"I have heard a thing or two about how Her Eminence, the Tianquan operates. On the subject, I also happen to have a limited-edition copy of Liyue Millennial, if you're interested? What do you say, shall I have someone fetch it, so we can play a game?"
Kamisato Ayato,More About Kamisato Ayato: I,"You want to know about me? Hmm. Things aren't always a case of the more you know, the better. Plenty of proverbs to corroborate that, as I'm sure you're aware. (Smile) Maybe we'll have the chance to talk more next time."
Kamisato Ayato,More About Kamisato Ayato: II Friendship Lv. 3,"Strange tastes, you say...? You seem to misunderstand me. Let me be quite clear: Most of the time, I simply enjoy watching people's facial contortions when they're put in an awkward position. Watching them squirm, you might say. Is that so strange? I would have thought you tease your little friend here on a regular basis for precisely that purpose, no?"
Kamisato Ayato,More About Kamisato Ayato: III Friendship Lv. 4,"The Tri-Commission may appear calm and well-run, but I can assure you it is quite tumultuous beneath the placid surface. There is no pleasure to be had in mixing with the powers that be. I shall spare you the details. Just know that... I have never done anything to dishonor the Kamisato Clan. Neither in the past, when I was working to bring stability to our clan, nor here in the present, where I am working for the sake of all of Inazuma."
Kamisato Ayato,More About Kamisato Ayato: IV Friendship Lv. 5,"You want to know about the Shuumatsuban? I suppose there's no harm in divulging a detail or two to you. It's a secret unit that reports directly to the head of the Kamisato Clan. Accordingly, after my father passed, it came to me. There are certain situations I cannot directly involve myself in, and in these cases, being able to rely on the Shuumatsuban is often instrumental in achieving a resolution. Most of its members are orphans whom we take in and raise from a young age. This way, loyalty is guaranteed to the greatest extent possible, and we are spared a great deal of worry."
Kamisato Ayato,More About Kamisato Ayato: V Friendship Lv. 6,"Do I have other tricks up my sleeve beyond the Shuumatsuban? Well, naturally. If even the cunning bunny burrows thrice, then what of the cunning human? But anyway, I've shared enough of my secrets. I think it's time I heard your story. Oh, and... you can spare the part about traveling in Teyvat. Tell me about before that."
Kamisato Ayato,Kamisato Ayato's Hobbies,"Hobbies... I had one or two as a child, but these days most of my time is taken up by my official duties, so they don't count... Hmm? Some people treat work as a hobby, you say? Goodness me. How very... exceptional."
Kamisato Ayato,Kamisato Ayato's Troubles,"Troubles? Whenever something's troubling me, it must be dealt with swiftly and comprehensively. And whenever someone is troubling me... Hehe..."
Kamisato Ayato,Favorite Food: Personal Preference,"Variety is the spice of life. In that sense, the Milk Tea Medley they started serving over in Hanamizaka recently isn't half bad. You should try it sometime. Other than that... I don't have any particular preferences when it comes to the food I eat on a daily basis. I have dedicated staff to arrange my daily meal plan, and whatever they serve, I eat."
Kamisato Ayato,Favorite Food: Trying New Things Friendship Lv. 6,"You couldn't perchance tell me your own tastes, could you? ...Ah, I see. Okay, I've made a note of that. Now I know what to say the next time I get asked about it."
Kamisato Ayato,Least Favorite Food,"Hmm... it looks like I mixed up my salt and my sugar. Savory Mizu Manjuu. Yes, this can work. I'll give them to Thoma."
Kamisato Ayato,Receiving a Gift: I,"Very novel indeed. Haha, it meets my requirements perfectly..."
Kamisato Ayato,Receiving a Gift: II,I see. So this is your take on this dish...
Kamisato Ayato,Receiving a Gift: III,Here's a suggestion: Try using this dish in the hot pot game next time you play.
Kamisato Ayato,Birthday,"Happy Birthday! Now, how would you like to be Yashiro Commissioner for a day, hmm? All the work has been handled already, so you can focus on simply enjoying the feeling of having an enormous amount of executive power at your fingertips. Don't worry, the retainers won't dare question it, I'll be with you the entire time, hehe."
Kamisato Ayato,Feelings About Ascension: Intro Ascension Phase 1,"Did I just grow more competent? Goodness, how marvelous..."
Kamisato Ayato,Feelings About Ascension: Building Up Ascension Phase 2,"At the end of the day, power is only a source of comfort when it is concentrated in one's own hands."
Kamisato Ayato,Feelings About Ascension: Climax Ascension Phase 4,"Hehe, I'm sure certain people are starting to grow rather nervous right about now..."
Kamisato Ayato,Feelings About Ascension: Conclusion Ascension Phase 6,"I've had very few chances to kick back and put my feet up since taking over leadership of the clan. But things have felt curiously different since having you around. Hmm... Yes, it feels rather like basking in the sun."
Keqing,Hello,"I am Keqing, Yuheng of the Liyue Qixing. We live in an era of change, as the old order that has existed for a thousand years is about to be rewritten. Join me. Let us bear witness to this historical moment together."
Keqing,Chat: Delays,Come on. Enough procrastinating. Let's go.
Keqing,Chat: Relax,"I'm all for work-life balance, but I think this is pushing it."
Keqing,Chat: Opportunity,"In adventuring, as in business, you always have to seize the opportunity while it's there."
Keqing,When It Rains,"Quite a downpour... Nothing will get done until it clears. Let this be a lesson to those who yesterday said, ""I'll do it tomorrow."
Keqing,When Thunder Strikes,"Thunder and lightning can be quite frightening, but don't worry — Liyue's storm and fire defenses are second to none."
Keqing,When It Snows,"Don't worry, snowfall on this scale is no impediment. We can keep moving."
Keqing,When the Sun Is Out,"Ah, the sun is out, our work's done for the day... Shall we take a stroll?"
Keqing,Good Morning,"Morning. Time to set the tone for the rest of the day, so if you're still feeling sleepy, shake it off!"
Keqing,Good Afternoon,"I'm not in the habit of napping at noon, but don't let that stop you if you're feeling tired. I'll give you a wake up call in, say, three minutes' time."
Keqing,Good Evening,The lights are coming on now that the night is setting in. Another delightful day draws to a close.
Keqing,Good Night,"Sleep well... me? Uh... I still have a handful of things on my to-do list, but I'll call it a night once they are done."
Keqing,About Keqing: Idealism,"If you feel strongly about something, you should speak up and take action. That's the philosophy I live by."
Keqing,About Keqing: Work,"My role is to manage real estate and construction in Liyue. Sure, Liyue is a vast place with abundant resources — but without proper planning, and if too much focus is placed on short-term profit, a great many things can go wrong."
Keqing,About Keqing: Skepticism,"What do you think has kept Liyue going over the last millennium? Rex Lapis? ...I disagree. We mortals have to fight for survival whatever happens, he just feels the need to come down here and poke his nose into everything that's going on for some reason... Hmph, people don't like to think about this, but should we really be trusting him to be an expert in everything?"
Keqing,About Keqing: Self-Reflection A New Star Approaches,"After I took on the management of so many of Liyue's affairs, I had a new-found respect for Rex Lapis and all his hard work over the last millennium. Recently, every time I come up against a difficult problem with no obvious solution, I find myself thinking: What would Rex Lapis do? Maybe he really IS an expert in everything, and I've got more left to learn than I realized..."
Keqing,About Us: Pursuing,"You know why I like you? It's because you don't believe something just because it was said by a god. You make up your own mind. You ask the questions everyone else is too cowardly to ask, and when you don't get an answer, you keep looking until you find one. Oh, don't worry — your way is definitely the right way. Who says gods don't make mistakes, anyway?"
Keqing,About Us: Trying Friendship Lv. 6,"It's not difficult, you'll see, just give it a try. What if you try and it doesn't work out? ...No, I don't believe that will happen. You've never let me down before, you don't seem the type."
Keqing,About Us: Encouragement Friendship Lv. 6 A New Star Approaches,"I used to be so naive. I genuinely believed that I was on a par with Rex Lapis... Seems I really overestimated myself. Hmm? Yes... You're right! I have plenty of self-confidence in other areas, so why not in this? ...I can catch up with him — I WILL catch up with him! I just need to keep my chin up, keep trying, and keep learning!"
Keqing,About the Vision: Skepticism Friendship Lv. 4,"If a Vision means the approval of the gods, then I don't see why I should want one. In fact, I find it quite insulting... It's like trying to say everything I've ever achieved is all thanks to the gods looking out for me! Well, I got to where I am today through hard work. The gods had nothing to do with it."
Keqing,About the Vision: Reflection Friendship Lv. 4 A New Star Approaches,"Oh, so... Rex Lapis wanted me to have power beyond the average mortal so that I can be a great leader? Huh... I like to think I'd do an admirable job even without his blessing! Yeah, I'll show him... I won't give him any reason to be disappointed with me..."
Keqing,Something to Share: Initiative,"In addition to my work with the Liyue Qixing, I do a lot of work for the public, too. Mostly the feedback is positive, but whenever I propose something like adding an extra hour to the workday, I come up against very strong resistance... I'm too forward-thinking, I suppose. Maybe I should start with a half hour instead?"
Keqing,Something to Share: Souvenir A New Star Approaches,"What do you mean, Geo Archon paraphernalia? ...You're not suggesting my bedroom is full of that stuff, surely? I'm not a child anymore! Although... Okay I did buy a couple of Rex Lapis figurines recently, but — but, they're just to keep me on the straight and narrow. Look, just because I own an idol or two does not mean that I idolize him, okay!?"
Keqing,Interesting Things,"I once heard a Mondstadt fable about courage being what it takes for birds to learn to fly. But I think that you must first possess a yearning for the boundless skies before you would have any inclination, let alone the courage, to spread your wings and try to fly. For me, Liyue is that boundless sky."
Keqing,About Zhongli Friendship Lv. 4,"The gentleman from the Wangsheng Funeral Parlor? Clearly, he's an extremely learned individual, and I do have a lot of respect for him. But his mindset is too traditional for me — he thinks in the same tired old terms as Rex Lapis did.. If he were more of an original thinker, I'm sure he'd be a great asset to me in reaching my objectives."
Keqing,About Beidou Friendship Lv. 4,"That captain is always flouting the rules, and her personality really rubs people the wrong way. That said, The Crux Fleet is indispensable to Liyue Harbor. It's a bit of an art, knowing when to enforce the rules and when it's in everyone's interests to be more lenient. Thing is, the Tianquan is supposed to be the one enforcing the rules, but she always seems to be too busy..."
Keqing,About Ningguang: Conflict Friendship Lv. 4,"We do work together, but we couldn't be more opposite personality-wise. To her, Liyue Harbor is nothing more than a marketplace, and she'll do anything as long as it makes money for her. Doesn't she have any principles? Hmm, or maybe turning a profit is her principle?"
Keqing,About Ningguang: Cooperation Friendship Lv. 4 A New Star Approaches,"Since Rex Lapis left us, we've actually found some common ground. I was quite judgmental of her in the past, and we still fundamentally disagree on a number of issues, but in the current climate I have to say I count her as a comrade in arms."
Keqing,About Ningguang: Trifling Matters Friendship Lv. 4 A New Star Approaches,"Ugh, having said that... I ordered a Lucent Crescent from Mingxing Jewellery three months in advance, and when it was finally time to pick it up, they told me Ningguang had bought up the last few months' worth of Lucent Crescents for herself by paying double the price! *sigh* She can be such a pain!"
Keqing,About Xinyan Friendship Lv. 4,"You know what, I think her music rocks. Too noisy by traditional standards, for sure, but I don't care. Good music is good music. And good music should reach the widest possible audience."
Keqing,About Baizhu Friendship Lv. 4,"Everyone has faith in Dr. Baizhu's medical skills. He's the right guy to go to when you can't figure out what's wrong with you. Oh... the rumors, you say? The only one I know for a fact is true is how disgusting his medicine tastes. It's not just the kids who find it bitter, it's left me with some horrible memories, too!"
Keqing,About Xiangling Friendship Lv. 4,"Yeah, the up-and-coming chef from Wanmin Restaurant... I get that she's gifted and everything, I just think her cooking can be a bit hit-or-miss. I was all ready to hire her for a small banquet once, and give her full control over the menu... but the amount of lizard and slime in her sample dishes quickly turned me off to that idea!"
Keqing,About Xingqiu Friendship Lv. 4,"I've heard his story — he was born into a well-to-do family, but wasn't keen on the family business, so he now devotes his time to being an envoy of justice. I have huge respect for that! Not everyone has the guts to follow their dreams when it means breaking with a long-standing family tradition."
Keqing,About Xiao Friendship Lv. 4 A New Star Approaches,"I feel like now that we live in the age of mankind's rule, it's time for the legendary boy-adeptus to be released from duty. We no longer need a defender of that kind, because we are capable of working through the challenges we face on our own strength."
Keqing,About Ganyu: Skepticism Friendship Lv. 4,"Who knows what Rex Lapis must have done to inspire such blind devotion from Ganyu... But her reluctance to be critical is not without its advantages. In the workplace, she'll carry out my instructions to the letter, even when I can tell she has her reservations. It's a good attitude to have as a career professional."
Keqing,About Ganyu: Reflection Friendship Lv. 4 A New Star Approaches,"I find myself getting a second opinion from her a lot these days. Lots of things come up that I just have no idea about, and of everyone in Liyue, she's probably the most familiar with Rex Lapis. Heh... I feel a bit awkward, though, because I used to be openly disparaging of Rex Lapis in front of her... But she doesn't seem to mind, so I guess I've got nothing to worry about..."
Keqing,About Yun Jin Friendship Lv. 4,"When you're passing by Heyu Tea House and have to squeeze your way through the biggest crowd you've seen in your life, that's when you know Yun Jin's on stage performing. There's not a merchant in Liyue who wouldn't buy up the place if they had the chance, and Yun Jin is the reason it would be worth every Mora."
Keqing,About The Anemo Archon Friendship Lv. 4 A New Star Approaches,"Since Rex Lapis left us, the question of Liyue's future has been on my mind constantly. In addition to reviewing his own past deeds, I've been researching the other archons' modes of governance, too. Mondstadt's god is the one who baffles me the most though — how exactly do any of his actions contribute to the longevity of Mondstadt? It's completely beyond me."
Keqing,About Yanfei Friendship Lv. 4,"The way I see it, the law is a summary of things done the right way in the past. However, it should also be continuously adapted and improved to match the needs of the present. Given that Liyue is about to undergo a radical transformation, legal talent is in great demand. With an assistant like Yanfei, I could spare myself a great deal of trouble."
Keqing,About Yelan Friendship Lv. 4,"Ms. Yelan's ancestors used to serve the Qixing. My grandfather and her family have had academic collaborations in the past. All in all, she's reliable, efficient, and provides important intel to the Ministry of Civil Affairs. I can't say for sure how Ms. Yelan actually gets her intel, however..."
Keqing,More About Keqing: I,"You want to know more about me? Sure. Let's start with the principles that are central to the role of Yuheng. Once you've memorized the hundred or more contractual obligations of the position, you'll know my hopes and dreams like the back of your hand!"
Keqing,More About Keqing: II Friendship Lv. 3,"Nothing exists independently, and there's nothing you can do to change that. So, when you drag your heels on one thing, you're actually causing chaos for a whole bunch of other connected issues, too. That's why I firmly believe you should never put off until tomorrow what you can do today... I'm also a very impatient person and can't stand procrastinating, so that's also a part of it."
Keqing,More About Keqing: III Friendship Lv. 4,"Never mince your words with me, okay? Yuheng's just a title. I'll not have you treading on eggshells around me just because of my status. Say what's on your mind, always — that's what makes you unique, and it's the thing I admire most about you."
Keqing,More About Keqing: IV Friendship Lv. 5,"We've been on our fair share of adventures together, haven't we? The more time we spend together, the more I think you're the person of my dreams, and— Huh? Why so shocked? You're a crucial part of my dreams for the new Liyue."
Keqing,More About Keqing: V Friendship Lv. 6 A New Star Approaches,"""The time has come for humanity to make its mark in the land of the Geo Archon..."" Turns out that was quite an ambitious statement after all. But I want you to make me a promise: come and visit when the new Liyue Harbor is born, I will show you around. After all the help and support you've given me along the way, you deserve to see Liyue reborn with your own eyes. I owe you that much."
Keqing,Keqing's Hobbies,"That indulgent feeling of being spoilt for choice between countless different varieties... That, to me, is the appeal of shopping."
Keqing,Keqing's Troubles,It's great that the quality of life in Liyue is improving for everyone. But one downside is the growing number of people who are happy to reap the rewards without doing their fair share of the work. The Liyue Qixing did not put in all this effort to create a more prosperous society just so people like them can loaf around.
Keqing,Favorite Food,"It makes no logical sense to be greedy with food, but for me, all rationality goes out the window when there's Golden Shrimp Balls involved... They're just irresistible. The taste of a single Golden Shrimp Ball brings me so much joy that all the stress of work just melts away."
Keqing,Least Favorite Food,"Everything has a certain way it should taste. I won't touch anything that tries to break the mold, so no salted Almond Tofu for me, and no sweetened Lotus Seed and Bird Egg Soup either. It's just a total waste of perfectly good ingredients."
Keqing,Receiving a Gift: I,"Yep, that's right. My favorite."
Keqing,Receiving a Gift: II,"The taste is fairly standard, but I can see you worked hard at it."
Keqing,Receiving a Gift: III,It seems quite a ways off from how it's supposed to taste...
Keqing,Birthday,"Happy Birthday! I've got a very special gift for you. It might look like an ordinary old lantern, but this one runs on Electro energy and stays alight for a really long time. For those times when you need a little extra light in your life."
Keqing,Feelings About Ascension: Intro Ascension Phase 1,"When your heart is set on something, you get closer to your goal with each passing day."
Keqing,Feelings About Ascension: Building Up Ascension Phase 2,"Great, having another trick up my sleeve gives me more flexibility in rapidly changing circumstances."
Keqing,Feelings About Ascension: Climax Ascension Phase 4,Yesterday's experiences make me stronger today. And most of those experiences are ones that I share with you.
Keqing,Feelings About Ascension: Conclusion Ascension Phase 6,"I feel I have grown immensely from my travels with you. If, one day, I finally manage to make my dreams a reality... I wonder, will you still be there by my side?"
Klee,Hello,"Spark Knight Klee of the Knights of Favonius, reporting for duty! ...There's some more, but uh, I forgot. I'm not so good at remembering..."
Klee,Chat: Spoils,Klee was a brave girl today! I found a really weird-looking lizard! Want me to show it to you?
Klee,Chat: Adventures,"Do you wanna come fish blasting with me? I'll get grounded for a whole day, but it's way worth it coz the fish taste sooo goood!"
Klee,Chat: Rules,"""Explosion inside city wall, grounded be thy woe,"" ""Explosions can hurt people, Jean can be dreadful,"" ""Mondstadt be bombed, Klee be doomed."" Those're the survival rules that the Knights of Favonius gave me."
Klee,When It Rains,"Mwauhahaha, lucky all my new bombs are waterproof!"
Klee,When Thunder Strikes,"What'd I blow up!? ...Oh wait, it's just thunder and lightning. Phew."
Klee,When the Wind Is Blowing,"Dear Anemo God, please make Klee's bombs blow in the right direction and only blow up bad guys. The end."
Klee,Good Morning,Good morning! Can I come play with you today? Pleeeease? I wanna go on an adventure!
Klee,Good Afternoon,Lunchtime! What do you wanna eat today? Let me see if the Teyvat Travel Guide has any suggestions...
Klee,Good Evening,Good evening! Can you please tell Huffman that Klee is not a baby and is definitely allowed out to play at night? Please take me out to play together!
Klee,Good Night,"Hey... Um... I know I said I don't wanna go home and all, but now it's nighttime and I can't find my way home in the dark...Can you please take me home on your way back? Pleeeease?"
Klee,About Klee: Incidents,Ohhhhh... I broke one of the blades on the windmill - I'm really sorry!
Klee,About Klee: Reparations,I'm really good at fixing things though. I can help! Huh? What do you mean that's child labor? What even is child labor? Does that mean I can't help?
Klee,About Us: Knights For a Tomorrow Without Tears,"Hee-hee, you're an Honorary Knight but I've been a Spark Knight longer... That means I'm higher up than you, right? So you have to do what I say! So, um... Ca-Can you not say anything about the big disaster I caused? It was an accident..."
Klee,About Us: Playmates Friendship Lv. 6,"No! It's only nine o'clock, I'm staying up to watch the circus' special midnight performance! You're supposed to be my best friend! Don't even think about trying to send me home!"
Klee,About the Vision Friendship Lv. 4,"This little marble is supposed to be a present from Barbatos to say well done? Well done for what though? ...Hmm, he is the god of freedom I guess, maybe that's why he likes me? Alright, from now on I'll say thank you to Barbatos by showing that I have the freedom to blow up as many fish as I want! ...Am I doing it right?"
Klee,Something to Share,"At the Knights of Favonius building, you're not allowed to blow up the walls. Shame, it would make getting out of solitary confinement way easier... but if I did so much as try to blow up the wall, Jean would make sure Klee never sees the light of day again. That's what Jean said, Kaeya told me."
Klee,Interesting Things,"Every lizard has a different pattern on his back, and some of them you can use their dried-out tails to make gunpowder with. I know because Albedo told me so."
Klee,About Razor Friendship Lv. 4,"Razor's one of my best buddies! Whenever a disaster happens, he always knows the best way to fix it and helps keep Klee safe. Um, but most of the time I'm the one who caused the disaster..."
Klee,About the Parents Friendship Lv. 4,"My mom and dad are the famousest travelers in Teyvat! Mom writes the Teyvat Travel Guide, so all the restaurants and hotels in the whole world care what she thinks about them."
Klee,About Kaeya Friendship Lv. 4,Kaeya is the best! He wrote the Favonius Survival Rulebook for me and he always helps me cover it up when I make a big disaster.
Klee,About Amber Friendship Lv. 4,Amber is the best! Baron Bunny is so fluffy and he even explodes! So. Cool.
Klee,About Jean Friendship Lv. 4,Master Jean is the best! But she's also a little bit scary.
Klee,About Diluc Friendship Lv. 4,He's one of the weird grown-ups. He's so grumpy all the time... Why does he never smile?
Klee,About Lisa Friendship Lv. 4,"Lisa is the best! She always sneaks me some treats when I visit her at the workshop. ...Huh, I just remembered I was gonna ask her if I could use the workshop to make some new gunpowder. But I totally forgot..."
Klee,About Bennett Friendship Lv. 4,"Bennett is the best! I always find way more treasure if I go adventuring with Bennett! ...But he never finds any. Why is that, anyway?"
Klee,About Diona Friendship Lv. 4,"Diona is the best! I like listening to her, last time I heard her say, ""I'm gonna destroy the wine industry in this city if it's the last thing I do!"" And I'm gonna help her using my bombs! ...I don't know what a wine industry is though. Is it a monster?"
Klee,About Albedo Friendship Lv. 4,"Me and Albedo have a secret code! Whenever he puts a sign on his workshop door saying ""Experiment in Progress,"" that's code for ""Come back later, Klee."" Albedo's really nice and he's so patient with me, so I don't mind waiting until he's finished with his work."
Klee,About Mona Friendship Lv. 4,"Mona is the best! It's so much fun when she comes to play with me and Albedo. She talks about all these amazing things, and I don't understand most of it but... Ah, I just love it when Mona comes round!"
Klee,About Sucrose Friendship Lv. 4,"Sucrose is the best! This one time she asked me if I wanted a Jumpy Dumpty that can run as well as jump. Tee-hee, well duh! Of course I do, I want hundreds of them! I wanna put them on every street, every staircase, and every square in Mondstadt!"
Klee,More About Klee: I,"Hello, are you here for playtime with Klee?"
Klee,More About Klee: II Friendship Lv. 3,"Yeah! This is my new and improved bomb! Whaddya think? Great huh? ...Oh, but ahh... If you find it near any fires, it's not mine. Definitely. Not. Mine."
Klee,More About Klee: III Friendship Lv. 4,"Sure, time in solitary confinement gives lots of time to think about new gunpowder formulas... But it'd still be better to not be in solitary in the first place."
Klee,More About Klee: IV Friendship Lv. 5,"This is Dodoco, my oldest and bestest friend! Okay, now I've introduced you, don't forget her name again alright? No more calling Dodoco (puts on silly voice) ""that silly doll Klee always hangs on her rucksack."
Klee,More About Klee: V Friendship Lv. 6,"Thanks for helping me out every time I get in trouble! I have a thank-you present for you — barbecued fish, made with my own secret recipe! ...Okay, so the secret recipe is exploding the fish out of the water. Tee-hee, they're fully cooked by the time they land! But it's a secret, right, so you don't get to tell anybody. Just pretend like you don't even know."
Klee,Klee's Hobbies,I like things that are fluffy~! Like Dodoco! And dandelions! And Razor's hair!
Klee,Klee's Troubles,"*sigh* You're a good person, but I'm a bad girl. Once I'm out of solitary confinement and am done reflecting on my actions, we can go play together again, okay?"
Klee,Favorite Food,"Mondstadt's basses are delicious, especially the ones you grab yourself from Cider Lake! I'm not even kidding, even my mom thinks so."
Klee,Least Favorite Food,"I hate, hate, hate Mondstadt's crabs! All of them! I wanna go out and play, I don't wanna just sit there tryna de-shell a crab all day..."
Klee,Receiving a Gift: I,"Yummy, yummy! Oof, I'm so full..."
Klee,Receiving a Gift: II,"Yay, I got to eat something tasty today. I'm so happy! Thank you!"
Klee,Receiving a Gift: III,"It looks yummy, but it's kinda hard work to eat... Hee-hee, how about you help me? Pretty please!"
Klee,Birthday,"♪Happy birthday to you, happy birthday to you, happy birthday dear traveler, happy birthday to you!♪ You're older than me right? That means you've had way more birthdays than me... I'm sooo jealous!"
Klee,Feelings About Ascension: Intro Ascension Phase 1,"Mm, new-bomb research complete! Now, let's get outta here before Jean finds out..."
Klee,Feelings About Ascension: Building Up Ascension Phase 2,"Aw yeah, I improved again! But as Jean says, ""Continuous self-improvement is one's duty."" She says that means I'm allowed to be a bit happy about it, but not the most happy I've ever been in my whole life about it."
Klee,Feelings About Ascension: Climax Ascension Phase 4,"Thanks for helping me gather so much stuff for my research! If you ever wanna learn how to make a bomb, I can teach you y'know."
Klee,Feelings About Ascension: Conclusion Ascension Phase 6,"I remember the first time I ever heard an explosion... I wasn't scared at all. Later on, I found out that apparently, that's not ""normal"", and most people would've been scared. But hey, you're not scared of my bombs right? Tee-hee, I knew it! That's why you're my bestest friend ever!"
Kujou Sara,Hello,"I am Kujou Sara. You may forget my name, but this you must know: On my watch, Inazuma will always be defended, and the will of the Shogun will always be done. Deity or demon, if you make an enemy of me you will be struck down! Oh, ahem... Don't be so nervous. I have agreed to fight by your side, and I will honor that commitment. I may be uncompromising on matters of great importance, but on most other things, you will find me quite easygoing."
Kujou Sara,Chat: Target,"To strike your foe takes unity between mind, arrow, and bow."
Kujou Sara,Chat: Eternity,To manifest Eternity per the Almighty Shogun's will — that is what I aspire to.
Kujou Sara,Chat: Duty,"The duty of a tengu warrior is to watch over the mountains and forests, while that of the Kujou Clan is to guard Inazuma. These two are of the same ilk."
Kujou Sara,When It Rains,The sound of rain masks the enemy's footsteps. Stay alert.
Kujou Sara,When Thunder Strikes,Listen. Thunder speaks the will of the Almighty Shogun.
Kujou Sara,When It Snows,"I would like to catch a snowflake, but once you have them in the palm of your hand, they melt away all the more quickly."
Kujou Sara,When the Sun Is Out,The skies are clear and the sun is bright. Fine weather for a showdown.
Kujou Sara,Good Morning,Good morning...? You mean you only just got out of bed? This is already quite late by my standards. I typically rise well before daybreak.
Kujou Sara,Good Afternoon,"I am not in the habit of resting at noon. But if you wish to do so, I will wait for you."
Kujou Sara,Good Evening,"Good evening. You know, in Hanamizaka, the sight of the Sakura by night is quite splendid. I never tire of it."
Kujou Sara,Good Night,Go and rest. I will stay here and keep watch.
Kujou Sara,About Kujou Sara: Tenryou Commission,"I am grateful to Takayuki. The Tenryou Commission is all I've ever had to rely on, and I will do everything within my power to defend my family's honor. Hmm? You want to know about the Tenryou Commission's code of conduct? Loyalty to the Raiden Shogun, of course! That is also my life's creed."
Kujou Sara,About Kujou Sara: Preparing for War Friendship Lv. 4,"Am I ready to depart? Let me put it to you like this. If you were to make a habit of asking me this question every time before you move out, you would find that you only receive an answer from me one time out of 10. The other nine times, I would already be fighting fiercely on the front line. Not because I am foolhardy, nor because I lack courtesy, but because the battle never waits till you are ready."
Kujou Sara,About Kujou Sara: Aspiration Friendship Lv. 6,My aspirations? I thought you already knew: To assist the Almighty Shogun in manifesting Eternity. That is what I aspire to. Hmm? Personal aspirations? It's not something I have ever thought about before...
Kujou Sara,About Us: Observation,"Though you present an unstable factor in the Almighty Shogun's Eternity, unstable does not have to mean a threat. So I am not your enemy — but I will be watching you at all times."
Kujou Sara,About Us: Experiences Friendship Lv. 6 Omnipresence Over Mortals,"When I confiscated people's Visions, I trampled on their ambitions. Now that the Vision Hunt Decree has been repealed, I must atone for my actions. I am led to believe that you can hear those ambitions...The ones echoing within the Visions embedded on the Statue of the Omnipresent God? I'd like you to tell me more about them. Also... your own ambitions, I would like to hear about those as well."
Kujou Sara,About the Vision Friendship Lv. 4,"Only if the gods cast their gaze upon you will you receive a Vision. Since my own Vision was granted by the Almighty Shogun, I shall return it to her in the end, without hesitation and with no regrets."
Kujou Sara,Something to Share: Spinning Top,"During a previous assignment, a vendor in Hanamizaka gifted me a kind of spinning top called the ""Solo."" It's a toy that you can play with when you're by yourself. I was quite taken with it, so I kept it. ...You want to play with it together? But that would defy the principle on which the Solo is based... Respectfully, I must decline."
Kujou Sara,Something to Share: Local Specialty,"Do you know what the most distinctively Inazuman item of all is? No, it is not a blade of any sort. It is a lacquerware carving of the Statue of Her Excellency, the Almighty Narukami Ogosho, God of Thunder. They are hand-made by old and skilled lacquerware craftspeople, and nearly every single home in the city has one. My house, you ask? I have five."
Kujou Sara,Interesting Things,"Whenever something is bothering me inside, I stand beneath the Sacred Sakura, close my eyes, and try to calm my mind. When I open my eyes again, the falling blossoms will guide my path."
Kujou Sara,About Thoma Friendship Lv. 4 Omnipresence Over Mortals,"The Tenryou Commission's estate is very large. It would serve us well to have a fine housekeeper like Thoma who could keep all the numerous and disparate household affairs in order. If he ever tires of working for the Kamisato Clan, I would very much like for him to come to us... though I doubt that day will ever come."
Kujou Sara,About Kamisato Ayaka Friendship Lv. 4,"In the Kujou household, normally the only sound to be heard is that of soldiers training in the dojo. But in the Kamisato household, there is the sound of music, dance, bickering, and laughter... I have heard that Miss Kamisato is skilled in the game of Go, and have always hoped for an occasion to pay her a visit, but... I also worry that someone of a serious demeanor like myself may not quite fit in there."
Kujou Sara,About Yoimiya Friendship Lv. 4,"As long as she is not setting off fireworks in my camp, I will cause her no trouble. Heh, yes, I know — all else aside, her fireworks are spectacular and brilliant, and she deserves all the praise she gets. The issue for me is that fireworks are fleeting in nature. After one brief moment of dazzling light, all that remains is the pitch-black night sky, the same as before. So I often have to caution myself not to become too captivated by this illusory spectacle. It is transient, but Inazuma is eternal, and my mission is to protect Inazuma."
Kujou Sara,About Shikanoin Heizou Friendship Lv. 4,"Shikanoin and I may be colleagues, but I have few positive words to say about him. He seems preoccupied with his personal schemes while official duties take second place. The only reason I have not sought to bring him into line so far is that his investigations deliver results...*sigh* He is such a headache."
