content,score
fix dehya,1
pls buff dehya,1
Dehya needs some changes. She needs higher multiplier and also instead of 2.5s interval on her e less time,1
Mihoyo has released a five star character that somehow does less damage than a four star unit and is bugged from ground up. She was made intentionally bad and we will not accept this. #fixDehya,1
BUFF DEHYA 😭😭😭😭😭,1
Deixem de ser racistas e consertem a Dehya.,1
#FixDehya already smh,1
why the hell is dehya so goddamn weak,1
fix dehya,1
"4 stars because this game is good, but It can be better with 120 Hz on the Galaxy s23 Ultra.",4
Fix Dehya,1
This game is really good but there's a bug that every time i use kazuha's burst the hp bar of my enemies disappear please have this fix,4
Dehya needs to be fixed.,1
The new character Dehya is unusable and needs fixing..,1
Dehya is unusable,1
Justice for Dehya!,1
The developers do not listen to the community.,1
It's my favorite game!,5
get better!,1
"why do you hate brown/black characters so much? What happened to Dehya's kit? You ruined her! And also, stop being a coward and give them actually accurate skin tones according to the real life inspirations. How is a character inspired by the Kandakes Of Kush, Nubian warrior queens, whiter than ME, a European???",1
Stunning,4
fix dehya,1
The updates killing my phone,5
Stop whitewashing Dehya and Kaeya.,1
I love it and that's it,5
"Fix electro element, it's too weak compare to others edit: you get 5 * back for a emergency reward today",1
Please fix dehya,1
"This game is a masterpiece! I really recommend it a lot!! The graphics and the sound are amazing and the character design are beautiful as well!!! The quests are really entertaining, and if you pay close attention, you get more in to the story itself! A very good game in my opinion!!",5
No controller support? 1 star,1
I'm Sorry but I'm going to give you guys a 1star for now till you fix Dehya. the level of negligence for this character is far too much! Did you seriously just release a characters with a constellation that wastes her signature Weapon's passive that's a big L for those who are spending thousand of dollars just to max her.,1
STOP BEING A RACIST FOR 1 MINUTE AND FIX DEHYA YOU COWARDS,1
doq adianta ter gráficos ótimos e ser extremamente racista? quanto potencial desperdiçado. BUFF DEHYA.,1
"Open world, Various characters, enemies and challenges to keep people engaged, with new characters and enemies introduced overtime, one can spend anywhere from 1 hr to upwards of a few hours playing due to large map, storylines, etc. Game can become a money pit if you aren't careful. I use S22 Ultra and it runs smooth, with awesome graphics. Would like to see weapon/armor sets included as relying on farming and low drop rates ain't it.",4
Terrible game and racists developers!!!!!,1
No words bro it's just awesome story line and with mind blowing graphics 😍thank you designers,5
racist peasants,1
"When I played in my laptop, it's the best game but when I try to open in my phone, the UID change itself even though I entered the same email as in my laptop. I don't know if my laptop version will get reset or not because of the changes.😭😭😭",2
AlexisMontes958,5
Fix Dehya she deserves better,1
No controller support on Android in 2023 is lazy. You have it on IOS so its clear its just lazyness preventing you to implement it. You even have the dropdown list for control options ingame. Bring this to Android asap.,1
"Best game ,I ever played",5
Good,5
Good game,5
yeah so,5
BEST GAME EVER!!!!!,5
"Story and characters need to improve a lot. Make them more deeper. I can't really attach to any characters emotionally because of their poor writing. Technical aspects of this game is incredible. But as a game which has a lot of lore, the characters must have depth. Most of the characters in the game are childish. The character design is 10/10. Best character design I ever saw. I hope the developers improve the story and characters in future. But make it soon.",3
"It's one of the best games I ever encountered. I love the lore, characters and how flexible the game is. But I do mind that there aren't many black characters and some outfits are pretty sexualized. But other than that everything is amazing",5
"please fix dehya hoyo, she doesnt deserve this #FixDehya",1
"game is good, mihoyo sucks",3
PLZ KEEP THE RYTHM GAME FOREVER PERMENANT BECAUSE ITS VERY FUN❤️❤️❤️❤️❤️❤️❤️❤️I WOULD RATE THE GAME 6 STAR,5
"One of the most sluggish game i've ever played. I played on 3 device (ps4, pc and mobile), yet the game response feel so slow. It doesnt even compare to game like monster hunter or pso2 ngs, which are more demanding and full MMO btw. And it gets worse if you play on Coop. Sure it has good sides, like the graphics, char design etc, but its already fundamentally bad. Its like putting a 10k rim job on a fiat panda tbh",1
#FixDehya. Yall raunchy for that.,1
The game is awesome,5
So much addictive game wish you can make more game like this.,5
"Incredible game with amazing graphism, landscapes and musics. Though the plot isn't the best, it is always a pleasure to play it! The characters are well designed and well written. The only problem I found is the storage for phone users. The game needs more than 10GB which is a lot. I advice playing it on playstation or computer/PC because of this. Otherwise, I highly recommend this game!",5
Why dehya is so weak? #Fixdehya #justicefordehya,1
Loading screen takes a little too long if you downlaoded it for the first time. Can't clean storage cause of the downloading screen..,2
"Fix dehya, omg she so bad to play, her dmg is so bad, her 'support' capabillties also bad, she doesn't excel in anything, eveb if she's c6, alot of people say her dmg is close to a c0 hutao or c0 yoimiya, my tighnari c0 who is on the standar banner as well as dehya have more dmg with similar investment, even qiqi who was the worst 5 star character is still much more better than dehya. Please buff her because her probelm isnt just dmg number, is her whole kit.",1
Good,5
"So after a factory reset, this game runs much better on my phone, I still can't listen to Spotify while playing though. Really need customisable controls, the current configuration isn't how I normally play games and really messes me up. Also, can you make the joystick floated fixed? Currently, I put my finger on the screen, and my character immediately falls off a cliff. Camera keeps changing direction and distance, even though I turned all camera settings off. Add auto run",4
One of the best game ever I played,5
Nice game :)),5
GOOD COOL NICE WOW,5
Op game,5
Good,5
"I had a bad experience in this game especially due to their bad balance and kit design for characters, I waited 6 months for a character (Dehya) and it ended up unplayable because of her bad kit and massively low damage output, and the devs ignore any feedback from the community, as well as the opinion of their players.",1
Aloy still doesn't have constellations. It's been YEARS now. The devs don't care about what the players want and don't even hide their hate for a collab character.,1
Dehya is trash just like this review,1
"Very fun! The tutorials aren't overly pushy, the graphics are amazing and run surprisingly smoothly on a phone, and the characters are absolutely adorable! I love seeing the story develop as I continue exploring. Overall, it's an amazing game!",5
The game is good itself. Devs team lack communication with player base... sadge for future genshin enjoyers,1
"woy sinyal balikin lah ajg, kok diskonek mulu asw sekarang. Ganti server sih gpp tapi jan sampe ngaruhin sinyal player yang dari server itulah njink",1
"I recently tried to reinstall the game to start playing it again, with over 20 GB of space free on my phone when the download size is 311mb, and every time I tried to start the game using my FB account or my gmail it claims I have insufficient storage space. That is ridiculous and impossible when I have more than enough storage space availabile for the game. Please fix this glitch.",1
🗿👍,5
Very good and cool ple lower the size of the game,5
Bad game,1
Stingy game,5
I will play this is so good game and so many places in it...,4
How to fix storage🙂,2
"Dehya's kit is so bad. She is basically unplayable. A lot of other characters do her roles better than her, even 4 stars are better than her. 4 star healer have better normal attack multiplier vs a supposedly strong warrior. She is basically the most expensive 3 star. Fix her kit.",1
I love this game so much!♡,5
Goes hard,5
"The game we all wanted. Genshin Impact, you need to play this game as it is a open world exploration,fights, characters,beauty, etc. The characters look so cool and their voices are awesome. The only improvement is about the battles. It's like to make them more interesting and detailed. Then it will become the Most Favorite And Awesome game.",4
"even though youtube has said this game is fatherless and negative opinions,i still like this game even though it made me feel fatherless but this game is a cool game so i play it",5
Buff Dehya.,1
Very long loading and uses so much gb,3
nahida for life,5
Very good graphics and story . I like it to much 😀,5
One of the best game,5
The game is very good but you would require a real beefy phone to handle the high graphics.,5
"Dehya, a 5-Star Hero , but worst than 4-star hero in terms of damage(Yanfei),utility and support(Thoma). What's her purpose if 4 star is better than her ??? And their constellation are more obtainable than her !! FIX HER IMMEDIATELY",1
Best game for Mobile but it drain fast gpu,5
I love this game,5
I like the story,5
"A lovely game without any negative comments. I love that game so much and I plan to play it for a long time from now. If you are looking for a game to do different things and have patience this is your game. Everyday I do something different. I wish for characters, do story quests, play in domains and everything it's just right!",5
好棒的游戏！！！,5
Lost my dignity and my dad cause of this game.,1
Sucha good game graphics are so good,5
Pls make dehya a 5 star not a 1 star and i will rate 5 star if u make her real 5 star character,1
Good game,5
"Very good,i love this game i have soo much fun,the event the story and the archon quest and all the characters,and the weapon too,although its all very realy good amazing, it's just that,the wishing pity 😭 when can i get a 5 star character mihoyo plss just once i need nahida pls?.......",5
"I love this game but after the release of Dehya, I feel like the game is gonna go downhill with their character design. Still fun, but starting to reconsider putting money into it.",1
Pathetic really pathetic they dont even have a endgame and for worse they dont even treat their fans properly they didnt do a single things fans asked them too plese the fun in this game is not worth your pride,1
When I explore with a character then suddenly the 2nd character switches and the elemental burst appears. It happens after playing for about 30 minutes. It's also giving me very trouble completing abyss. Fix this issue.,3
Boom,5
"Very nice graphics, great storyline /w voice, characters have there own stories, vast world to explore /w plenty of foraging and treasure hunting. The free gacha is good, it helped me before I knew it.",4
"Yeah i love the game its perfect but my phone isn't compatible for it, but i still love the game",4
"The game is great, updates every month and fun events. The artifact sistem is rigged tho, and to get from ar 55+ to the next one is very very hard.",5
genshin pls help me i cant do my archon quest cus i cant craft more than 3 special unmoving essential oil now my archon quest is stuck pls help me,5
This game is so nice,5
Perfect couldn't find words to describe,5
One of the best games I've ever played,5
"Buff dehya , i cant rate you higher till you fix her",1
Used to play this game non-stop for 2 years. I miss it a lot. I really wanna know what happened next in the story but life got really busy. Am looking forward to find time to continue the game. Highly recommend,5
Good,5
I love it,5
Best mobile open world game Fantastic story and beautiful world And a lot of characters every one with a unique personality,5
"20963.71 mb so bs, why why why? Why the storages so insane. Next time make the storages 1000000000000000mb. & It took me 1hrs+++ to wait to download this stupid game. wasted my life waiting waiting waiting waiting waiting & keep waiting waiting waiting waiting waiting waiting waiting waiting waiting to download.",2
Doesn't even let me play when I'm away it kept logging out it says network error I keep installing and uninstalling to connect it to facebook into the game pls fix this this is Hella annoying,3
The game is so racist you can see it in this 3.5 update.,1
Buff dehya,1
It's a good one so far,4
10/10,5
"I love the gameplay the Quality,Graphics and Story! It's fun to play with your family nor friends! I would give this a 10 star over 5 (10/5) I love the way that remind some fairytale and I also I know how feel to separate from Family!! That's it thank you for event and more reward and thank you for hard working admin/dev :3❤️",5
Fix dehya,1
Good but need some real life texture,4
Please buff Dehya Make her kits usable....her signature weapon is made so that je can be a dps But all she can do is damage mitigation/interruption resistance/tank She doesn't even function in any of these roles.,1
This is best world wide open game with stories and power like anime,5
This game is Very bad because every time you finish a story quest it needs a higher Adventure Rank and the only way to get a higher Adventure Rank is to finish a lot of subquests and every time I finish a subquest the next day l need to finish the same subquest that I finished yesterday and it needs 20 GB for the updates,1
The gb is killing my phone,3
"The beginning story was too much boring for me, I only was amazed with the graphics, and i didn't like when paimon talked instead of the main character and i didn't like paimon's voice, and dialogs were too heavy and a lot of cut scenes that were unnecessary, you could make the characters talk while they walk or tell the story while doing sth elese not stopping each time to talk i really hated this.",3
Hmmm for low in device Can't event play this game this suck a lot 😡😡,1
"The grind is way to much and you spend more than you earn. The main character is silent and boring, meaning other npcs make desicions for you. The starting characters are beyond trash, which mens you are forced to get primogems for new characters, and even that is hard to earn without events and when the devs feel like giving them out. The game is also getting way to big for mobile devices and you need a lot of space for it.",2
Buff dehya... Do it hoyoverse. Buff her,1
Hoyo's marketing is so dirty. They need to fix Dehya's problems and buff her. This game has too many bugs already. I did not have a high expectation but holy ...,1
The game is so amazing i like to play this game whole day,5
"This is the type of game I really really like you know it's about adventure, fun, exploring, and more it's just so good tho the game is really laggy for me but it's ok I recommend this game much but... If you have about only 1-80 storage I don't recommend it this game is fine even though I lost 50/50 to hu tao it's fine (not)",4
Good,5
Very good game i like it because youve got so many things to dk that you will never get bored of it except for the players that are at ar 60,5
Love this game❤ PLEASE GIVE SHHENHE'S BELLY BUTTON BACK 😭🥺,5
honestly started llaying this game because of that one kaeya ad on youtube and then now i play for venti😭 this game has been my fav game for 3 years keep it up,5
🖤,5
Game is too hard activating,1
pls remove artifacts,3
Super story but some times lag but If you get boring of fps games play this it's a wonderful open world game I love it❤️,5
I didn't even late me update at all even tho I have lots of space for it,1
If you want 5* rating Fix Dehya kit!!,1
Fix Dehya,1
"I rate it a 3 star because,my genshin impact keep exiting,I don't know why.I searched in google why does genshin impact keep exiting in mobile,it says that I have too many background apps,or too much apps that the genshin impact cannot handle,even tho I don't have many apps.Every 5-15 minutes it keep exiting.I wanted to quit playing genshin impact,however I wanted to get the characters and maxed them out.Thats why I'm still playing it even tho I want to quit so bad.I hope genshin impact fix this",3
"We get it, you hate people with dark skin.",1
"Best game ever,",5
Ew stinky,1
"Imma put it to 3 start, pls fix or buff dehya🥺",3
"Hands down best mobile game to play, i only played on mobile for a couple of hours. After that i started playing on my ps5 and i gotta say if u guys arent playing on at least console or pc u guys are missing out on so much. Its much harder to play this on mobile compared to pc or console.",5
Fix dehya she doesn't suit in any team,1
There is a bug that ads keeps popping up. Please fix this asap.,3
hyvrs tolong kasih wanderer pulang dipity rendah,5
Fix Dehya,1
Good game,5
The game is currently having a bug: remains a black screen when opening it; no loading screen nor log in screen is displayed even after I wait for a while.,5
Fix dehya,1
one of my favourite game in the world ❣️ I just love the game and the graphics are so lovely and authentic ✨❤️ ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,5
"Dehya sucks :c. she gets interrupted casting her skill, terrible uptime, terrible resistance to inetrruption without the passive that's SO SHORT why make it separate? super slow pyro application, not enough self heal nor damage ""mitigation"", migrating the damage is not the same she just dies off field and the on field character too. insanely expensive burst too with energy problems and to top it all? mediocre damage output I love the character but playing her feels like playing with a handicap",1
Ilove this game,5
Buff dehya.,1
"very good and nice game,cute characters,but u need to lvl up to 16 to play with friends,after that it's perfect.",5
"Hoyoverse please make ms hina gorou skin I will buy it, specially if its a 5 star skin.",5
"Absolutely no problems in the beginning. Loved the game. The art style was great. I stopped playing for a while and updated it many times, but it constantly tells me that there isn't enough data to play the dang game. I've deleted enough, but it still tells me the same dang thing. I'm about to give up. At this point, this game is just taking up a lot of space on my phone.",1
my only reason to live rn ⁉️,5
"It's one of best game i have ever played,but in India it's ping is always above 300+ for me, i have 5g network, can you please fix ping issue.",5
Best open world game available on mobile,5
Kinda cool but there's like something very hard but idc I like it!,5
I love genshin impact but you disappoint If dehya only fix the cooldown and have a heal for the team. I think this is just playable.,1
Mataas gb,5
Horrible,1
Very very boring,1
I love the game but updating is a bit hard but I love this it would be a 9/10,4
"Great graphics, music and voice acting, and fun story.",5
"It's good, but when we have a mission and can't play with friends, it's nonsense",4
"As Advertised, Smooth Gameplay, Literally Ideal",5
"Semua nya sudah sangat bagus tapi masalah jaringan kenapa selalu jelek ya??, tolong dong di perbaiki lagi untuk kenyamanan bermain yang lebih baik",3
So far the experience is good but Bennett won't come home so yeah😔,5
"insufficient storage, my chromebook can't handle it I already deleted apps that takes a lot of storage, but still not enough.",3
I Love these game,5
"Its a great game you should definitely play (the storage space though...), only problem is that the pity system is so wack, and when it comes to primos you basically only get 20 💀. Other than those its 100% a good game that you should definitely check out!",4
¿Los felicito?,3
"Ever since my friend introduce genshin impact to me, I got addicted to it and never got sick playing it, this is worth playing, my new happiness, the playable char is so good, the lores and quests, archon quests and more, everything is perfect!",5
So nice,5
Nice my first five star character,4
"I love the graphics and the world building. And all of the characters look really fantastic, and the combats fun and intuitive but simple. but I still don't buy all of this gacha and weapon banner, and pity mechanic bull***t",4
It's the best game ever!!!,5
:D Bad Artifacts,1
"Amazing, game the characters design their abilities and the world design is 10/10 best open world in mobile in my opinion",5
Nice game,5
Best game,5
"This game was my favorite until a couple weeks ago.Before the Hu Tao and Yelan banners where over, I got Hu Tao, but I couldn't use my character Elemental Skill and Burst. I tried deleting and re-downloaing but nothing worked. I really hope a bug didn't attack the game system.",4
"I didn't even get to play it at all! I tried downloading it and had to uninstall most of my games and now only have three left including this one. Everything was fine singing into my google acc, then i press the start button and it said there was some sort of problem with storage. I deleted a bunch of pictures and screen recordings but still cant play! It very upset.",1
♡♡♡,5
I love this game its so fun and I just started playing a few days ago Althouse I've only got one character so far from wishing which makes me a little disappointed but overall it's a good game,5
Awesome graphic and game play and character,5
Good game,4
Best,5
"The state in which Genshin Impact released Dehya is unacceptable. This highly anticipated 5* character, who played a major role in the main storyline of her region was released nearly unplayable and got tossed into the standard banner. Her abilies are easily weaker than all 5* units in the game, even weaker than most 4* units. Her scaling is low, elemental application is slow, her burst is expensive, weak, clunky and full of bugs. I no longer want to support genshin if this is the final product.",1
"I cannot update this app at all,everytime I try I end up having to update my whole phone at least 8 to 10 times just to update this one app,and get rid of other apps just to update it,it's ridiculous how many times I've had to get rid of other apps just to enjoy this one game for like an hour then not play again for another hour or 2 just for me not to go back on it bc I have to update it again,its so annoying and pointless for this many updates just for a few pixles on a phone,so annoying.",3
It's probably the best since Honkai,5
buff dehya,1
Beautiful,5
"Decent game, but very limited fps, no controller support and slow feeling where combat is more of a spam thing than actual skill. Tower of Fantasy is now my game as it fixes those issues and has a significantly better story without demanding hundreds of dollars to be good",3
I love it its like everything u would want in a game,5
"I feel like this game disservice a lot of players. Dehya was a long awaited character that people have spent money to save up for and in return they disregard her kit and mechanic on release. She is very underwhelming, comparable to a lower 4 star xinyan. But some people still pulled for her since she was loved so much with the genshin community in hopes that they will fix her.",1
-5 stars for for trash gameplay and retards who made it with the least amount of IQ level and or originality. The game lacks and everything and it's just a big payout for Rich trash Play store that usually robs people on everything.,1
I CANT EVEN GET IN THE GAME IT TAKES TO LONG TO GET IN WROST GAME EVER,1
Love!!!!@@,5
Amazing.,5
Buff Dehya and increase the resin cap.,1
"All I wanted to say is, this game is amazing, has good graphics, and is a unique game out of all the others I played before, but I wanted more storage in Serenitea pot because I enjoyed building or customising my realm so I recommend adding more storage inside the Serenitea pot (sorry for my sense of english)",4
VERY AWESOME GAME!!! THE GRAPHICS ARE WONDERFUL!!!!!,5
"Its one of the best games i have played. Breathtaking open world, music, story, constant progress, gliding, co-op with other players :))) On the other side i wish there would be one load screen instead of three loads untill youre rdy to play. Themes! that would make it comfy to play in dark. More variety in minions! Lesser/greater/etc. Gethering auto pickup option or Paimon could do extra help ;D This game makes my favorite! Best of luck DEWs keep up the great job! 🥰🍀🌌 ❤️ so far!",5
Is it too much to ask for controller support? Playing this game on a 12.4 inch screen with touch controls only is very uncomfortable,3
"Unplayable. Game will not download to SD card. If you have less than 20GB free internal memory, don't waste your time.",1
Make dehya better.,1
It's a cool game but you guys need to add the Arabic language so it'll be easier to understand the story and the quests .,4
Always get qiqi,1
❤️😁💓😍🎉🎂,5
Great Game! Just make sure you have plenty of space. 4gb ram will run it but it will get choppy. Make sure you have a star data connection or it will be horrible. Fun and very entertaining.,5
It looks really good. I just wish there were more locomotion options.,4
Nice,4
Fix dehya,1
I love this kind of RPG!!! :),5
Unable to download..... Ughhhhhhh,1
few days ago I pull dehya but when I try to use her EM burst with yelan EM burst it's doesn't work with it but i really enjoy to play this game so i hope Developer's fixed this problem.,5
Trash,1
It's so fun,5
It loads for too long and I can't play,1
Good game. Wish it was single character instead of team.,5
Intentionally giving Dehya bad skill set. Very dissapointing.,1
you ask No comment,5
Game is very good no problems but just 1 problem I noticed it's difficult to download whole genshin impact in mobile cuz mobile gets hot fasts and we need to leave it like open for 3-4 hours even if we get new internet for first time and it's really annoying for me that's why I didn't downloaded it in my phone yet and playing on pc only Edit - sorry for soo much big speech but it's usefull for phone players who wanna play it,4
"If you love anime, this game is the best!",5
Takes so long to load,3
Good game it's amazing for people who are trying to find a good combat and graphic game it's so good i 100% recommend it,5
"It just crashing and crashing again and again after i updated to 3.5.Loading time is long and i was patient enough for it.But then after i updated it to 3.5, i can't even play anymore.It just keep crashing again and again.I can't even do daily comission.I play genshin for more than 2 years by now and i guess this is the time to say goodbye.. and new players, just don't play this game, its not worthit just take example to me.Just a waste of time.",1
Great,5
"Although I think the game is wonderful, the one thing holding the android version specifically back is the lack of controller support, I tend to use an Xbox controller for most games I play and sometimes it's just more comfortable to use a controller in certain situations, otherwise minus that one flaw only found in the android version, in my opinion the game seems to be good still.",4
It made me gay,1
"I love love loveee this game. The graphics are amazing, along with the voicelines, characters, and stories. This is overall the most amazing, high quality mobile game I've played!!",5
"Game good, company is alright they can be super greedy sometimes and can make characters bad for no reason",3
♡♡♡♡♡ the love of my life,5
It's really good,5
Very very nice game 🥰❤️💖😘,5
Best adventure game ever the graphics fight and all,5
Buff dehya buff dehya buff dehya buff dehya,1
it's 11:41 pm in the night Im still at 4 percent of downloading it I swear I will punch myself 5 times if y'all don't fix this.,1
Love it,5
I bet I would love this game I really do But 1st Off when I'm trying to Log in it won't let me log in and it keeps saying error with Password And then I finally got passed one and then it took me back to the 1st one,1
This game was good i like adventure game.,3
Amazing game and very nice character s,5
I'm playing the game on my phone it's the xiami note 11 with the Snapdragon 680 4G and it freezes so many times,4
"Good game, Good graphics, the game story is good too.",5
It's a good game but I have to say I don't like how it say I have no spa e but that's the only game I got I resetted my tablet and unstall the game so pls just fix that pls.,4
Nice game,5
Cool game must try,5
"This game is my favourite of all time, This game has epic music, Epic Graphics, Epic story, Epic events, Epic characters, Epic openworld game in mobile THIS GAME HAS EVERYTHING I love Genshin and i love it's music, I listen all the time",5
"The story was amazing and grafic is good, but 1 problem was I not understand is SLUMBER mision, I was turn on all 3 trial but is not working, can you tell the problem is?",5
Buff Dehya,1
This game dose not support controller but its good pls fix this ❤️,3
buff dehya or i will spam 1 star and dont give answer for send feedback because i have already send but still no response just give me dehya buff,1
🥰🥰,5
Worst wishing system,1
The best RPG game (in my opinion),5
1 star cos they just got greedy,4
Laptops with Intel (4000) can't launch your game anymore since 3.5 update began.,1
I love it,5
"While this game has produced great content, in the newest patch the new characters released have been extraordinarily bad. Dehya, the new 5 star character has been released with a kit that is worse than most 4 star characters and definitely the worst 5 star character as of writing. By locking out her damage and complete kit behind constellations, Hoyoverse has limited her to people who can spend 1000s of dollars on this game. That for a character who had been amazingly popular. Utterly risible!",1
Amazing,5
"This game use to be really good but it feels like this company is just messing this game up. Releasing bad characters, players are experiencing some glitches and bugs and the company refuses to fix it, cost money to get good characters, has an issue with darker skin charactes, etc . I guess with their new games coming up, Genshin impact is just a cash grab to them now. It's really unfortunate to see a good game crash and burn. I have hope that they will fix it but it's highly unlikely.",1
Game is good but its just the story is taking way to long,3
Tough to use some characters in mob and there aren't any good guides available freely..... Game would be lot better if you have lot of people to play with in-game.,4
Nice game and the story line is great 👍,5
It is sooo coooollll😭😭,5
The game needs toooooooo much space I'd have to delete everything on my phone and it would still say not enough space.,1
A game with a rich world and wide variety of game play modes to enjoy. Thiugh it is gacha you can reach endgame with f2p units with proper investment and the game never feels stingy or like you need to pull for new units to clear content.,5
"Character designs are really good and play style is interesting. Story so far is good, so are the game events.",5
Fix dehya,1
"Absolutely a great game!, But maybe at the start we should get a free character and free primogems?? Like nothing like Lumine and Aether, someone who's atleast a 3/4 star should do, again it's my opinion, I love the game!, The characters are super detailed and the story lines is very fascinating, it's like a fairy in my dream came true and I'm playing it right now, this has been one of my favorite games right now, I'm still trying not to lose a 50/50 lol, anyways ENJOY GENSHIN IMPACT! xoxo — eli",5
Honestly like more and more updates are coming and need alot of space since I'm using it on a phone I don't really have too much space for user that's playing it on the phone :(,3
I love it,5
This game is so awesome you can spend money in it but for the poeple like me that they cant spend money you gotta work hard to get stuff and also cool animation story and also talking cat 😺,5
I love this game but it takes so much storage especially when I'm mobile player,5
"Waiting and watching your action. If no apology is coming, There will be 1 star forever. Respect your players.",5
Best game ever,5
"Buff Dehya, I give you 5th banana",4
"I really love this game, but what they did to Dehya is just wrong. A 5 star character, who is very loved by the community, and which appeared quite a lot in the main story, came out with a messed up kit, incredibly low damage output, and who can't synergize well with many other characters. A lot of us were waiting for her and payed good money for her, but Mihoyo released her like this anyway. Showing complete disregard to the community. Until they fix her, my score will be 1 star.",1
"Really an amazing game. But there are some problems. 1. Make competitive multiplayer content, multiplayer in genshin impact is boring asf. 2. A search bar in the crafting menu and furniture menu is needed. 3. The bow weapon controls are not very smooth, even when I have set the sensitivity to the highest it's not smooth enough.",4
"This is a truly exceptional mobile game, there are many more like it but this one's particularly well made and refined. From visuals and user interface to writing and gameplay, Genshin doesn't spare any expenses and the quality is consistent. I'm still fairly early in the game but as far as I've seen, micro-transactions are never pushed in your face like other free games and progression seems to be fair so far. For those unsure, this is not an mmo but a single player game with optional co-op.",5
The best game I've played so far,5
They took my payment and gave me nothing. When I reached out to customer service they said they had a no refund policy EVEN in cases where they did not deliver. Game is also fairly racist.,1
"It's no longer supported for mobiles, too much lagging, also network always in 400+ ping doesn't matter what network i used,",1
I 😍 this game,5
"Superb game,but the game size is too much",5
💚💚💚💚💚,5
nak mnangis aku download tpi best game nih sy sokong²,5
I MADE SURE I HAVE STORAGE FOR THE UPDATE! I TRIED TO UPDATE THE GAME *10* TIMES! BUT NO IT SAYS COULDN'T UPDATE. Didn't know it was full caps. But yeah idk why I can't update the game edit: i was able to update it,3
"The effort that is put into this game is astronomical. From the music, lore, gameplay, characters, openworld design, even background and side characters have amazing storyslines. You will surely be immersed into the big and wonderful nation of Teyvat.",5
Best game to exist,5
My favourite game this super entertainment,5
Best game for mobile,5
Good game,5
Fix dehya,1
amazing muwah<3 but please more inclusively darker skin color and body types and please don't take so much storage ty!!,5
Genshin. lmpact,5
= ),5
Where are the damage numbers and don't tell me about system requirements when tower of fantasy same game has damage numbers,1
"Even after playing it for 2 yrs.. the devs dont care about fixing about player complained features, like the artifact system and better endgame mode. Its a waste to invest resources into this game.",1
Oh my gosh i love this game so much,5
I thought this was a good game so I downloaded it but the loading screen!! It's so long it's making me frustrated!,2
to many quest I can't do it all,2
I love everything and it's all smooth I'm just missing the controller option on Android. Hope it's gonna be in 3.6,3
Gúm,5
"I love this game so much!! This is the best game in MY LIFEEE!!!💘💘 The graphics are soo beautiful and it make the game more realistic!! Also the gameplay, fighting, lore and places to explore making it fun to play. Thanks miHoYo for making a such wonderful game. Btw...Im so excited for V3.5 and the new character🥰🥰",5
"My account got hacked and email ed H0yoverse now i want to see what response i get ,but the game was so friggin awesome,i hope i can get my account back",3
the best game ❤❤✨🤝🏻,5
Best game for ever,5
3 star because there is no option to skip. Please add it!,3
PLEASE BUFF DEHYA!!!!!!!!!!!,1
"Amazing game, good storylines, amazing and beautiful characters. Challenging and amazing areas. I'm just upset that I have it downloaded on my PC laptop and it takes up to much storage space. I cannot play it anymore due to storage. I tried on my mobile though my characters aren't there?",3
The game is best,4
"New char Cyno doesn't have increased resistance to interruption during burst despite having the same description as Raiden Shogun. Should add skip button for most of the boring dialogue in event. 30 minutes cringe and useless dialogue to start windblume event in 3.5, what next?",1
It's good,4
"I am so sad because a scamer took all my primogems. I had over 70,000 primogems. But now only 250",1
Bruh this game is literally take half of my storage 😡😡,1
Best for anime fans,5
Size still a prob. But have active development team,3
"Its a little laggy at the start for me but I now dont lag! Its a very fun game and please fix kaeya and other ice users that can freeze and walk on water please,I cant freeze the water and I am on vivo 21",5
Super game I love this game,5
GODOD,5
"This game is fun !, you should try it ! / game ini seru !, kamu harus mencobanya !",5
Buff Dehya please just don't make her burst cancel when u jump 😭,1
100000/10,5
Best,5
Buff dehya,1
It keeps say network error I will delete genshin pls fix it😭😭😭😭,1
"Tons of talking and unskippable, pointless conversation",1
Buff Dehya,1
"Its a good game , amazing characters and other cool stuff its truly something an anime person would like . The reason i gave 4 stars its because that whenever i didnt play for a few months the game is restarted like when you first download it , so i had to make another account. The second reason is that when you get 260 primogems and wasted it with that bluey thing it only gave me a weapon but i believe everyone has that problem.",4
Pls give me yelan🛐,5
Why tf do in pc version do we have to resintall the whole game again and again whenever an update comes ??????,3
It's very good game but I have a favor please make a game a multiplayers because I'm bored to be alone in this world.,5
Please add controller compatibility.,4
This game is really good but the only problem I see is that we can't restart our game like Too many people need to restart their server and start over but that's like impossible 🥲,4
Gud game but needs pvp (but add same levels like adjust stuff),5
revamp dehya!,1
"Mihoyo, it kept redownloading data, i have been waiting for 10 hours + my wifi is fine ... Pls fix this",5
Increase resin capacity n cooldown.,1
"It is a very nice game and I like how they are making adjustments, but there are some things I would like them to fix, like giving free intertwined fates because sometimes, for free to play players, it is to hard to get a five star character.",4
Buff Dehya. Don't stop her burst after jumping.,1
"The developers are being so Subjective. Of course I know this game was developed by PRC company, but that doesn't mean you can make one of seven region which depicting China have to better than others, I mean just look at Dehya.",1
